Hour,Feature,Group,Mean,Std
346,MeasuredPleuralPressure,NotRemoved,1.092,0.171
346,MeasuredPleuralPressure,Removed,1.194,0.533
347,AirLeakFlow,NotRemoved,0.435,0.56
347,AirLeakFlow,Removed,4.246,5.155
347,LOWESSFluidOutput,NotRemoved,0.0,0.0
347,LOWESSFluidOutput,Removed,0.0,0.0
347,MeasuredPleuralPressure,NotRemoved,0.924,0.237
347,MeasuredPleuralPressure,Removed,1.398,0.664
348,AirLeakFlow,NotRemoved,10.88,19.304
348,AirLeakFlow,Removed,11.809,12.367
348,LOWESSFluidOutput,NotRemoved,0.0,0.0
348,LOWESSFluidOutput,Removed,0.0,0.0
348,MeasuredPleuralPressure,NotRemoved,1.104,0.113
348,MeasuredPleuralPressure,Removed,1.225,0.549
349,AirLeakFlow,NotRemoved,49.922,11.078
349,AirLeakFlow,Removed,2.98,6.145
349,LOWESSFluidOutput,NotRemoved,0.0,0.0
349,LOWESSFluidOutput,Removed,0.0,0.0
349,MeasuredPleuralPressure,NotRemoved,1.072,0.129
349,MeasuredPleuralPressure,Removed,1.33,0.529
350,AirLeakFlow,NotRemoved,2.418,1.049
350,AirLeakFlow,Removed,503.487,1730.971
350,LOWESSFluidOutput,NotRemoved,0.0,0.0
350,LOWESSFluidOutput,Removed,0.0,0.0
350,MeasuredPleuralPressure,NotRemoved,1.144,0.154
350,MeasuredPleuralPressure,Removed,1.378,0.674
351,AirLeakFlow,NotRemoved,0.9,0.745
351,AirLeakFlow,Removed,8.559,10.225
351,LOWESSFluidOutput,NotRemoved,0.0,0.0
351,LOWESSFluidOutput,Removed,0.0,0.0
351,MeasuredPleuralPressure,NotRemoved,1.058,0.106
351,MeasuredPleuralPressure,Removed,1.255,0.472
352,AirLeakFlow,NotRemoved,0.47,0.229
352,AirLeakFlow,Removed,5.025,7.285
352,LOWESSFluidOutput,NotRemoved,0.0,0.0
352,LOWESSFluidOutput,Removed,0.0,0.0
352,MeasuredPleuralPressure,NotRemoved,0.905,0.143
352,MeasuredPleuralPressure,Removed,1.3,0.594
353,AirLeakFlow,NotRemoved,18.26,11.893
353,AirLeakFlow,Removed,7.822,7.738
353,LOWESSFluidOutput,NotRemoved,0.0,0.0
353,LOWESSFluidOutput,Removed,0.0,0.0
353,MeasuredPleuralPressure,NotRemoved,1.12,0.225
353,MeasuredPleuralPressure,Removed,1.3,0.643
354,AirLeakFlow,NotRemoved,19.909,9.457
354,AirLeakFlow,Removed,1.833,1.697
354,LOWESSFluidOutput,NotRemoved,0.0,0.0
354,LOWESSFluidOutput,Removed,0.0,0.0
354,MeasuredPleuralPressure,NotRemoved,0.879,0.27
354,MeasuredPleuralPressure,Removed,1.371,0.482
355,AirLeakFlow,NotRemoved,24.694,17.19
355,AirLeakFlow,Removed,2.045,2.069
355,LOWESSFluidOutput,NotRemoved,0.0,0.0
355,LOWESSFluidOutput,Removed,0.0,0.0
355,MeasuredPleuralPressure,NotRemoved,1.105,0.127
355,MeasuredPleuralPressure,Removed,1.314,0.537
356,AirLeakFlow,NotRemoved,1.857,0.375
356,AirLeakFlow,Removed,3.34,1.54
356,LOWESSFluidOutput,NotRemoved,0.0,0.0
356,LOWESSFluidOutput,Removed,0.0,0.0
356,MeasuredPleuralPressure,NotRemoved,1.166,0.096
356,MeasuredPleuralPressure,Removed,1.407,0.481
357,AirLeakFlow,NotRemoved,14.841,33.316
357,AirLeakFlow,Removed,3.164,1.389
357,LOWESSFluidOutput,NotRemoved,0.0,0.0
357,LOWESSFluidOutput,Removed,0.0,0.0
357,MeasuredPleuralPressure,NotRemoved,1.024,0.214
357,MeasuredPleuralPressure,Removed,1.378,0.505
358,AirLeakFlow,NotRemoved,57.697,34.543
358,AirLeakFlow,Removed,1.589,0.832
358,LOWESSFluidOutput,NotRemoved,0.0,0.0
358,LOWESSFluidOutput,Removed,0.0,0.0
358,MeasuredPleuralPressure,NotRemoved,1.089,0.145
358,MeasuredPleuralPressure,Removed,1.396,0.451
359,AirLeakFlow,NotRemoved,17.978,35.731
359,AirLeakFlow,Removed,1.479,0.951
359,LOWESSFluidOutput,NotRemoved,0.0,0.0
359,LOWESSFluidOutput,Removed,0.0,0.0
359,MeasuredPleuralPressure,NotRemoved,0.952,0.138
359,MeasuredPleuralPressure,Removed,1.349,0.547
360,AirLeakFlow,NotRemoved,90.753,62.844
360,AirLeakFlow,Removed,0.744,0.635
360,LOWESSFluidOutput,NotRemoved,0.0,0.0
360,LOWESSFluidOutput,Removed,0.0,0.0
360,MeasuredPleuralPressure,NotRemoved,0.88,0.121
360,MeasuredPleuralPressure,Removed,1.324,0.499
361,AirLeakFlow,NotRemoved,59.936,61.719
361,AirLeakFlow,Removed,0.761,1.21
361,LOWESSFluidOutput,NotRemoved,0.0,0.0
361,LOWESSFluidOutput,Removed,0.0,0.0
361,MeasuredPleuralPressure,NotRemoved,0.957,0.238
361,MeasuredPleuralPressure,Removed,1.307,0.515
362,AirLeakFlow,NotRemoved,1.56,0.714
362,AirLeakFlow,Removed,501.642,1731.534
362,LOWESSFluidOutput,NotRemoved,0.0,0.0
362,LOWESSFluidOutput,Removed,0.0,0.0
362,MeasuredPleuralPressure,NotRemoved,0.942,0.227
362,MeasuredPleuralPressure,Removed,1.382,0.495
363,AirLeakFlow,NotRemoved,2.866,2.165
363,AirLeakFlow,Removed,6.012,8.786
363,LOWESSFluidOutput,NotRemoved,0.0,0.0
363,LOWESSFluidOutput,Removed,0.0,0.0
363,MeasuredPleuralPressure,NotRemoved,0.984,0.16
363,MeasuredPleuralPressure,Removed,1.352,0.536
364,AirLeakFlow,NotRemoved,3.276,0.64
364,AirLeakFlow,Removed,15.576,16.083
364,LOWESSFluidOutput,NotRemoved,0.0,0.0
364,LOWESSFluidOutput,Removed,0.0,0.0
364,MeasuredPleuralPressure,NotRemoved,0.952,0.18
364,MeasuredPleuralPressure,Removed,1.381,0.424
365,AirLeakFlow,NotRemoved,3.633,1.537
365,AirLeakFlow,Removed,2.564,1.551
365,LOWESSFluidOutput,NotRemoved,0.0,0.0
365,LOWESSFluidOutput,Removed,0.0,0.0
365,MeasuredPleuralPressure,NotRemoved,0.907,0.16
365,MeasuredPleuralPressure,Removed,1.406,0.424
366,AirLeakFlow,NotRemoved,1.649,1.338
366,AirLeakFlow,Removed,1.62,1.012
366,LOWESSFluidOutput,NotRemoved,0.0,0.0
366,LOWESSFluidOutput,Removed,0.0,0.0
366,MeasuredPleuralPressure,NotRemoved,1.034,0.145
366,MeasuredPleuralPressure,Removed,1.285,0.528
367,AirLeakFlow,NotRemoved,0.733,0.514
367,AirLeakFlow,Removed,6.428,10.667
367,LOWESSFluidOutput,NotRemoved,0.0,0.0
367,LOWESSFluidOutput,Removed,0.0,0.0
367,MeasuredPleuralPressure,NotRemoved,1.028,0.154
367,MeasuredPleuralPressure,Removed,1.294,0.46
368,AirLeakFlow,NotRemoved,1.152,1.012
368,AirLeakFlow,Removed,520.62,1725.685
368,LOWESSFluidOutput,NotRemoved,0.0,0.0
368,LOWESSFluidOutput,Removed,0.0,0.0
368,MeasuredPleuralPressure,NotRemoved,1.173,0.102
368,MeasuredPleuralPressure,Removed,1.32,0.425
369,AirLeakFlow,NotRemoved,2.25,1.352
369,AirLeakFlow,Removed,2.07,2.281
369,LOWESSFluidOutput,NotRemoved,0.0,0.0
369,LOWESSFluidOutput,Removed,0.0,0.0
369,MeasuredPleuralPressure,NotRemoved,1.089,0.303
369,MeasuredPleuralPressure,Removed,1.344,0.596
370,AirLeakFlow,NotRemoved,7.569,13.664
370,AirLeakFlow,Removed,5.167,5.179
370,LOWESSFluidOutput,NotRemoved,0.0,0.0
370,LOWESSFluidOutput,Removed,0.0,0.0
370,MeasuredPleuralPressure,NotRemoved,1.099,0.07
370,MeasuredPleuralPressure,Removed,1.293,0.474
371,AirLeakFlow,NotRemoved,23.773,17.392
371,AirLeakFlow,Removed,8.51,8.073
371,LOWESSFluidOutput,NotRemoved,0.0,0.0
371,LOWESSFluidOutput,Removed,0.0,0.0
371,MeasuredPleuralPressure,NotRemoved,1.119,0.234
371,MeasuredPleuralPressure,Removed,1.262,0.446
372,AirLeakFlow,NotRemoved,16.292,17.761
372,AirLeakFlow,Removed,11.554,16.956
372,LOWESSFluidOutput,NotRemoved,0.0,0.0
372,LOWESSFluidOutput,Removed,0.0,0.0
372,MeasuredPleuralPressure,NotRemoved,1.1,0.1
372,MeasuredPleuralPressure,Removed,1.256,0.478
373,AirLeakFlow,NotRemoved,8.371,2.64
373,AirLeakFlow,Removed,13.143,9.7
373,LOWESSFluidOutput,NotRemoved,0.0,0.0
373,LOWESSFluidOutput,Removed,0.0,0.0
373,MeasuredPleuralPressure,NotRemoved,1.021,0.229
373,MeasuredPleuralPressure,Removed,0.762,0.271
374,AirLeakFlow,NotRemoved,6.917,4.425
374,AirLeakFlow,Removed,37.496,38.649
374,LOWESSFluidOutput,NotRemoved,0.0,0.0
374,LOWESSFluidOutput,Removed,0.0,0.0
374,MeasuredPleuralPressure,NotRemoved,1.19,0.118
374,MeasuredPleuralPressure,Removed,0.91,0.154
375,AirLeakFlow,NotRemoved,0.46,0.328
375,AirLeakFlow,Removed,42.448,35.92
375,LOWESSFluidOutput,NotRemoved,0.0,0.0
375,LOWESSFluidOutput,Removed,0.0,0.0
375,MeasuredPleuralPressure,NotRemoved,1.201,0.171
375,MeasuredPleuralPressure,Removed,0.729,0.137
376,AirLeakFlow,NotRemoved,0.32,0.326
376,AirLeakFlow,Removed,2.914,0.768
376,LOWESSFluidOutput,NotRemoved,0.0,0.0
376,LOWESSFluidOutput,Removed,0.0,0.0
376,MeasuredPleuralPressure,NotRemoved,1.041,0.156
376,MeasuredPleuralPressure,Removed,0.789,0.141
377,AirLeakFlow,NotRemoved,3.501,1.764
377,AirLeakFlow,Removed,2.42,1.456
377,LOWESSFluidOutput,NotRemoved,0.0,0.0
377,LOWESSFluidOutput,Removed,0.0,0.0
377,MeasuredPleuralPressure,NotRemoved,1.165,0.139
377,MeasuredPleuralPressure,Removed,0.898,0.257
378,AirLeakFlow,NotRemoved,2.444,1.199
378,AirLeakFlow,Removed,2.675,1.546
378,LOWESSFluidOutput,NotRemoved,0.0,0.0
378,LOWESSFluidOutput,Removed,0.0,0.0
378,MeasuredPleuralPressure,NotRemoved,1.084,0.153
378,MeasuredPleuralPressure,Removed,0.869,0.104
379,AirLeakFlow,NotRemoved,1.432,1.069
379,AirLeakFlow,Removed,21.378,9.9
379,LOWESSFluidOutput,NotRemoved,0.0,0.0
379,LOWESSFluidOutput,Removed,0.0,0.0
379,MeasuredPleuralPressure,NotRemoved,1.285,0.13
379,MeasuredPleuralPressure,Removed,0.776,0.254
380,AirLeakFlow,NotRemoved,2.39,1.245
380,AirLeakFlow,Removed,14.021,10.014
380,LOWESSFluidOutput,NotRemoved,0.0,0.0
380,LOWESSFluidOutput,Removed,0.0,0.0
380,MeasuredPleuralPressure,NotRemoved,1.103,0.225
380,MeasuredPleuralPressure,Removed,0.847,0.187
381,AirLeakFlow,NotRemoved,3.412,2.491
381,AirLeakFlow,Removed,3.372,1.673
381,LOWESSFluidOutput,NotRemoved,0.0,0.0
381,LOWESSFluidOutput,Removed,0.0,0.0
381,MeasuredPleuralPressure,NotRemoved,1.172,0.202
381,MeasuredPleuralPressure,Removed,0.867,0.231
382,AirLeakFlow,NotRemoved,2.898,1.223
382,AirLeakFlow,Removed,2.75,1.274
382,LOWESSFluidOutput,NotRemoved,0.0,0.0
382,LOWESSFluidOutput,Removed,0.0,0.0
382,MeasuredPleuralPressure,NotRemoved,1.278,0.207
382,MeasuredPleuralPressure,Removed,0.977,0.17
383,AirLeakFlow,NotRemoved,17.063,12.853
383,AirLeakFlow,Removed,0.936,0.492
383,LOWESSFluidOutput,NotRemoved,0.0,0.0
383,LOWESSFluidOutput,Removed,0.0,0.0
383,MeasuredPleuralPressure,NotRemoved,1.131,0.189
383,MeasuredPleuralPressure,Removed,0.963,0.062
384,AirLeakFlow,NotRemoved,15.463,8.263
384,AirLeakFlow,Removed,58.583,35.262
384,LOWESSFluidOutput,NotRemoved,0.0,0.0
384,LOWESSFluidOutput,Removed,0.0,0.0
384,MeasuredPleuralPressure,NotRemoved,1.208,0.199
384,MeasuredPleuralPressure,Removed,1.014,0.208
385,AirLeakFlow,NotRemoved,8.299,8.72
385,AirLeakFlow,Removed,79.384,75.756
385,LOWESSFluidOutput,NotRemoved,0.0,0.0
385,LOWESSFluidOutput,Removed,0.0,0.0
385,MeasuredPleuralPressure,NotRemoved,1.017,0.117
385,MeasuredPleuralPressure,Removed,0.82,0.141
386,AirLeakFlow,NotRemoved,2.015,1.439
386,AirLeakFlow,Removed,2.875,1.055
386,LOWESSFluidOutput,NotRemoved,0.0,0.0
386,LOWESSFluidOutput,Removed,0.0,0.0
386,MeasuredPleuralPressure,NotRemoved,1.264,0.06
386,MeasuredPleuralPressure,Removed,0.703,0.227
387,AirLeakFlow,NotRemoved,21.671,7.68
387,AirLeakFlow,Removed,0.246,0.173
387,LOWESSFluidOutput,NotRemoved,0.0,0.0
387,LOWESSFluidOutput,Removed,0.0,0.0
387,MeasuredPleuralPressure,NotRemoved,1.279,0.191
387,MeasuredPleuralPressure,Removed,0.83,0.282
388,AirLeakFlow,NotRemoved,3.592,5.54
388,AirLeakFlow,Removed,9.981,4.915
388,LOWESSFluidOutput,NotRemoved,0.0,0.0
388,LOWESSFluidOutput,Removed,0.0,0.0
388,MeasuredPleuralPressure,NotRemoved,1.219,0.21
388,MeasuredPleuralPressure,Removed,0.932,0.26
389,AirLeakFlow,NotRemoved,1.862,1.208
389,LOWESSFluidOutput,NotRemoved,0.0,0.0
389,MeasuredPleuralPressure,NotRemoved,1.294,0.082
390,AirLeakFlow,NotRemoved,1001.645,2448.684
390,LOWESSFluidOutput,NotRemoved,0.0,0.0
390,MeasuredPleuralPressure,NotRemoved,1.24,0.173
391,AirLeakFlow,NotRemoved,2.298,1.728
391,LOWESSFluidOutput,NotRemoved,0.0,0.0
391,MeasuredPleuralPressure,NotRemoved,1.287,0.175
392,AirLeakFlow,NotRemoved,660.831,1464.804
392,LOWESSFluidOutput,NotRemoved,0.0,0.0
392,MeasuredPleuralPressure,NotRemoved,1.289,0.183
393,AirLeakFlow,NotRemoved,0.777,0.576
393,LOWESSFluidOutput,NotRemoved,0.0,0.0
393,MeasuredPleuralPressure,NotRemoved,1.37,0.081
394,AirLeakFlow,NotRemoved,0.47,0.348
394,LOWESSFluidOutput,NotRemoved,0.0,0.0
394,MeasuredPleuralPressure,NotRemoved,1.397,0.241
395,AirLeakFlow,NotRemoved,1.234,1.797
395,LOWESSFluidOutput,NotRemoved,0.0,0.0
395,MeasuredPleuralPressure,NotRemoved,1.564,0.064
396,AirLeakFlow,NotRemoved,69.297,35.416
396,LOWESSFluidOutput,NotRemoved,0.0,0.0
396,MeasuredPleuralPressure,NotRemoved,1.38,0.191
397,AirLeakFlow,NotRemoved,39.323,42.495
397,LOWESSFluidOutput,NotRemoved,0.0,0.0
397,MeasuredPleuralPressure,NotRemoved,1.406,0.159
398,AirLeakFlow,NotRemoved,2.713,1.728
398,LOWESSFluidOutput,NotRemoved,0.0,0.0
398,MeasuredPleuralPressure,NotRemoved,1.334,0.252
399,AirLeakFlow,NotRemoved,1.79,1.933
399,LOWESSFluidOutput,NotRemoved,0.0,0.0
399,MeasuredPleuralPressure,NotRemoved,1.444,0.168
400,AirLeakFlow,NotRemoved,0.746,0.433
400,LOWESSFluidOutput,NotRemoved,0.0,0.0
400,MeasuredPleuralPressure,NotRemoved,1.39,0.089
